id,username,digital_ducks,bit_ducks,byte_ducks,status,timestamp
195,blossomstudent02,1,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-08-23 06:03:39
196,blossomstudent64,16,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-08-23 07:28:36
197,blossomstudent64,16,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-08-23 07:28:45
198,blossomstudent64,16,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-08-23 07:29:02
199,blossomstudent26,10,"[10, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-08-26 10:21:19
200,blossomstudent26,10,"[10, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-08-26 10:21:29
201,blossomstudent02,2,"[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-08-26 10:26:05
202,blossomstudent61,8,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-08-26 10:45:30
203,blossomstudent61,8,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-08-26 11:29:54
204,blossomstudent61,8,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-08-26 11:38:07
205,blossomstudent48,128,"[0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",approved,2025-08-26 11:57:54
206,blossomstudent02,2,"[2, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-08-30 06:52:38
207,blossomstudent07,8,"[8, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",pending,2025-08-30 06:58:28
