id,name,slug,domain,course_id,description,difficulty,value,is_active,created_at
308,Over the Garden Wall,over-the-garden-wall,codecombat.com,5789587aad86a6efb573701e,Build a fence around your farm!,easy,1,1,2025-02-04 10:53:47
309,Jailbreak,jailbreak,codecombat.com,5789587aad86a6efb573701e,What if you only need to defeat some of the enemies?,easy,1,1,2025-02-04 10:53:47
310,Ranger Danger,ranger-danger,codecombat.com,5789587aad86a6efb573701e,Archers are powerful ranged units!,easy,1,1,2025-02-04 10:53:47
311,Gemtacular,gemtacular,codecombat.com,5789587aad86a6efb573701e,Create a forest of gems for the player to navigate through!,easy,1,1,2025-02-04 10:53:47
312,Army Training,army-training,codecombat.com,5789587aad86a6efb573701e,Assemble the armies.,easy,1,1,2025-02-04 10:53:47
313,Give and Take,give-and-take,codecombat.com,5789587aad86a6efb573701e,Fire traps and health potions make for explosive games!,easy,1,1,2025-02-04 10:53:47
314,Risk and Reward,risk-and-reward,codecombat.com,5789587aad86a6efb573701e,Some treasure is not worth the risk.,easy,1,1,2025-02-04 10:53:47
315,Hedge Magic,hedge-magic,codecombat.com,5789587aad86a6efb573701e,Our game-dev druids have come up with a way to spawn a forest maze with a single command!,easy,1,1,2025-02-04 10:53:47
316,Forest Incursion,forest-incursion,codecombat.com,5789587aad86a6efb573701e,Okar is slow and weak. Make him fast and strong!,easy,1,1,2025-02-04 10:53:47
317,Throwing Fire,throwing-fire,codecombat.com,5789587aad86a6efb573701e,Some game objects can be configured by setting properties.,easy,1,1,2025-02-04 10:53:47
318,Them Bones,them-bones,codecombat.com,5789587aad86a6efb573701e,Generators spawn enemies over time.,easy,1,1,2025-02-04 10:53:47
319,Time To Live,time-to-live,codecombat.com,5789587aad86a6efb573701e,Survive for X seconds.,easy,1,1,2025-02-04 10:53:47
320,Game Grove,game-grove,codecombat.com,5789587aad86a6efb573701e,Create your own game!,easy,1,1,2025-02-04 10:53:47
321,Persistence Pays,persistence-pays,codecombat.com,5789587aad86a6efb573701e,Store game information in a database!,easy,1,1,2025-02-04 10:53:47
322,Peasants and Munchkins,peasants-and-munchkins,codecombat.com,5789587aad86a6efb573701e,Study how peasant and munchkin populations interact in the wild.,easy,1,1,2025-02-04 10:53:47
323,Seeing is Believing,seeing-is-believing,codecombat.com,5789587aad86a6efb573701e,Users like to aim for high scores. Use user-interface elements to display their score to them!,easy,1,1,2025-02-04 10:53:47
324,Behavior Driven Development,behavior-driven-development,codecombat.com,5789587aad86a6efb573701e,You can use the behavior property to change units' AI.,easy,1,1,2025-02-04 10:53:47
325,Tabula Rasa,tabula-rasa,codecombat.com,5789587aad86a6efb573701e,"Create your own game! Add a hero, add some goals, and create an experience to share to others!",easy,1,1,2025-02-04 10:53:47
326,Game Dev 2 Final Project,game-dev-2-final-project,codecombat.com,57b621e7ad86a6efb5737e64,"Create your own game! Add a hero, add some goals, and create an experience to share with others!",medium,2,1,2025-02-04 10:53:47
327,Game of Coins Step 5: Balance,game-of-coins-step-5-balance,codecombat.com,57b621e7ad86a6efb5737e64,Small steps lead to big results.,medium,2,1,2025-02-04 10:53:47
328,Game of Coins Step 4: Power-Ups,game-of-coins-step-4-power-ups,codecombat.com,57b621e7ad86a6efb5737e64,We need something to stand against ogres.,medium,2,1,2025-02-04 10:53:47
329,Game of Coins Step 2: Score,game-of-coins-step-2-score,codecombat.com,57b621e7ad86a6efb5737e64,Let's add some challenge to our game.,medium,2,1,2025-02-04 10:53:47
330,Game of Coins Step 1: Layout,game-of-coins-step-1-layout,codecombat.com,57b621e7ad86a6efb5737e64,Let's start to make a game.,medium,2,1,2025-02-04 10:53:47
331,Game of Coins Step 3: Enemies,game-of-coins-step-3-enemies,codecombat.com,57b621e7ad86a6efb5737e64,Let's add some enemies to our game.,medium,2,1,2025-02-04 10:53:47
332,Disintegration Arrow,disintegration-arrow,codecombat.com,57b621e7ad86a6efb5737e64,Let's clear that battlefield.,medium,2,1,2025-02-04 10:53:47
333,Run for Gold,run-for-gold,codecombat.com,57b621e7ad86a6efb5737e64,The most valuable items disappear first.,medium,2,1,2025-02-04 10:53:47
334,Freeze Tag,freeze-tag,codecombat.com,57b621e7ad86a6efb5737e64,Let's play Tag.,medium,2,1,2025-02-04 10:53:47
335,Berserker,berserker,codecombat.com,57b621e7ad86a6efb5737e64,Ogres think that fences can stop game masters.,medium,2,1,2025-02-04 10:53:47
336,Hot Gems,hot-gems,codecombat.com,57b621e7ad86a6efb5737e64,"Hot Gems can be dangerous. It's better to avoid them. Ok, maybe one... or two.",medium,2,1,2025-02-04 10:53:47
337,Center Formation,center-formation,codecombat.com,57b621e7ad86a6efb5737e64,Night is coming. Bring the soldiers in around the fire!,medium,2,1,2025-02-04 10:53:47
338,Chokepoint,chokepoint,codecombat.com,57b621e7ad86a6efb5737e64,Control all soldiers on patrol individually.,medium,2,1,2025-02-04 10:53:47
339,Accounts Department,accounts-department,codecombat.com,57b621e7ad86a6efb5737e64,Coins and gems have different value. Count them carefully.,medium,2,1,2025-02-04 10:53:47
340,Cages,cages,codecombat.com,57b621e7ad86a6efb5737e64,Fences won't protect ogres from the game master's rage.,medium,2,1,2025-02-04 10:53:47
341,Standard Operating Procedure,standard-operating-procedure,codecombat.com,57b621e7ad86a6efb5737e64,Use the same SOP for all unit types!,medium,2,1,2025-02-04 10:53:47
342,Teatime,teatime,codecombat.com,57b621e7ad86a6efb5737e64,Don't forget to prepare and drink your evening health potion.,medium,2,1,2025-02-04 10:53:47
343,Guard Duty,guard-duty,codecombat.com,57b621e7ad86a6efb5737e64,Someone forgot to defend the pass! Add a soldier and program them to defend!,medium,2,1,2025-02-04 10:53:47
344,Adventure Time,adventure-time,codecombat.com,57b621e7ad86a6efb5737e64,Spawn enemies as time passes.,medium,2,1,2025-02-04 10:53:47
345,Army Training 2,army-training-2,codecombat.com,57b621e7ad86a6efb5737e64,Direct your army in combat!,medium,2,1,2025-02-04 10:53:47
346,Random Riposte,random-riposte,codecombat.com,57b621e7ad86a6efb5737e64,Surprise attacks come from random directions!,medium,2,1,2025-02-04 10:53:47
347,From Dust to Dust,from-dust-to-dust,codecombat.com,57b621e7ad86a6efb5737e64,You can create game objects. However you can destroy or ruin them.,medium,2,1,2025-02-04 10:53:47
348,Lernaean Hydra,lernaean-hydra,codecombat.com,57b621e7ad86a6efb5737e64,For each of our fallen comrades two will rise against you.,medium,2,1,2025-02-04 10:53:47
349,Agony of Defeat,agony-of-defeat,codecombat.com,57b621e7ad86a6efb5737e64,Snatching loose change from the jaws of defeat.,medium,2,1,2025-02-04 10:53:47
350,Don't Touch Them,dont-touch-them,codecombat.com,57b621e7ad86a6efb5737e64,Set goals for ogre population.,medium,2,1,2025-02-04 10:53:47
351,Stick Shift,stick-shift,codecombat.com,57b621e7ad86a6efb5737e64,Learn how to create custom goals for your games!,medium,2,1,2025-02-04 10:53:47
352,Step Change,step-change,codecombat.com,65f32b6c87c07dbeb5ba1936,Change step arguments.,beginner,0.5,1,2025-02-04 10:53:47
353,Go Smart,go-smart,codecombat.com,65f32b6c87c07dbeb5ba1936,Now we're really walking!,beginner,0.5,1,2025-02-04 10:53:47
354,Go Go Go,go-go-go,codecombat.com,65f32b6c87c07dbeb5ba1936,Go get more gems.,beginner,0.5,1,2025-02-04 10:53:47
355,Shiny,shiny,codecombat.com,65f32b6c87c07dbeb5ba1936,Look at all these gems!,beginner,0.5,1,2025-02-04 10:53:47
356,Walk It Off,walk-it-off,codecombat.com,65f32b6c87c07dbeb5ba1936,A long walk; can we speed this up?,beginner,0.5,1,2025-02-04 10:53:47
357,Hiker,hiker,codecombat.com,65f32b6c87c07dbeb5ba1936,Practice those steps.,beginner,0.5,1,2025-02-04 10:53:47
358,Elbow,elbow,codecombat.com,65f32b6c87c07dbeb5ba1936,Two steps at a time.,beginner,0.5,1,2025-02-04 10:53:47
359,Turns,turns,codecombat.com,65f32b6c87c07dbeb5ba1936,Just follow the shore and you'll be ok.,beginner,0.5,1,2025-02-04 10:53:47
360,Steps,steps,codecombat.com,65f32b6c87c07dbeb5ba1936,Go more than one step at a time.,beginner,0.5,1,2025-02-04 10:53:47
361,The Gem,the-gem,codecombat.com,65f32b6c87c07dbeb5ba1936,Learn how to code your hero!,beginner,0.5,1,2025-02-04 10:53:47
362,Long Hall,long-hall,codecombat.com,65f32b6c87c07dbeb5ba1936,Coding smart beats coding long.,beginner,0.5,1,2025-02-04 10:53:47
363,Two Gems,two-gems,codecombat.com,65f32b6c87c07dbeb5ba1936,Move a little further to grab two gems!,beginner,0.5,1,2025-02-04 10:53:47
364,Big Gem Square,big-gem-square,codecombat.com,65f32b6c87c07dbeb5ba1936,Go more than one step at a time.,beginner,0.5,1,2025-02-04 10:53:47
365,X Marks the Spot,x-marks-the-spot,codecombat.com,65f32b6c87c07dbeb5ba1936,Get to the raft!,beginner,0.5,1,2025-02-04 10:53:47
366,Gem Square,gem-square,codecombat.com,65f32b6c87c07dbeb5ba1936,Surrounded by gems!,beginner,0.5,1,2025-02-04 10:53:47
367,Go Around,go-around,codecombat.com,65f32b6c87c07dbeb5ba1936,Can't go through it? Go around it.,beginner,0.5,1,2025-02-04 10:53:47
368,Gems First,gems-first,codecombat.com,65f32b6c87c07dbeb5ba1936,"Gems first, then the raft.",beginner,0.5,1,2025-02-04 10:53:47
369,The Raft,the-raft,codecombat.com,65f32b6c87c07dbeb5ba1936,Get to the raft.,beginner,0.5,1,2025-02-04 10:53:47
370,Snake Maze,snake-maze,codecombat.com,65f32b6c87c07dbeb5ba1936,Move through the snake maze,beginner,0.5,1,2025-02-04 10:53:47
371,Open Up,open-up,codecombat.com,65f32b6c87c07dbeb5ba1936,Show those crates who's boss!,beginner,0.5,1,2025-02-04 10:53:47
372,Doors,doors,codecombat.com,65f32b6c87c07dbeb5ba1936,It's the crates that need to hide from you.,beginner,0.5,1,2025-02-04 10:53:47
373,Open and Shut,open-and-shut,codecombat.com,65f32b6c87c07dbeb5ba1936,Crates. You know what to do.,beginner,0.5,1,2025-02-04 10:53:47
374,Just a Scratch,just-a-scratch,codecombat.com,65f32b6c87c07dbeb5ba1936,You can take a hit.,beginner,0.5,1,2025-02-04 10:53:47
375,One Block,one-block,codecombat.com,65f32b6c87c07dbeb5ba1936,You can change go block directions.,beginner,0.5,1,2025-02-04 10:53:47
376,Wise,wise,codecombat.com,65f32b6c87c07dbeb5ba1936,Approach strategically.,beginner,0.5,1,2025-02-04 10:53:47
377,Brave,brave,codecombat.com,65f32b6c87c07dbeb5ba1936,You can't take two hits!,beginner,0.5,1,2025-02-04 10:53:47
378,One at a Time,one-at-a-time,codecombat.com,65f32b6c87c07dbeb5ba1936,Try to fight enemies one at a time. You can only take two hits right now.,beginner,0.5,1,2025-02-04 10:53:47
379,Clean Up,clean-up,codecombat.com,65f32b6c87c07dbeb5ba1936,This island's a mess!,beginner,0.5,1,2025-02-04 10:53:47
380,Bad Guys,bad-guys,codecombat.com,65f32b6c87c07dbeb5ba1936,Hit the bad guys.,beginner,0.5,1,2025-02-04 10:53:47
381,Hall Monitor,hall-monitor,codecombat.com,65f32b6c87c07dbeb5ba1936,Break out this hallway island.,beginner,0.5,1,2025-02-04 10:53:47
382,Heart Up,heart-up,codecombat.com,65f32b6c87c07dbeb5ba1936,There's a heart to be had!,beginner,0.5,1,2025-02-04 10:53:47
383,Choose Your Battles,choose-your-battles,codecombat.com,65f32b6c87c07dbeb5ba1936,You can't beat three at once.,beginner,0.5,1,2025-02-04 10:53:47
384,Tough,tough,codecombat.com,65f32b6c87c07dbeb5ba1936,Three hearts is better than two.,beginner,0.5,1,2025-02-04 10:53:47
385,No Keys,no-keys,codecombat.com,65f32b6c87c07dbeb5ba1936,Who keeps leaving these crates around?,beginner,0.5,1,2025-02-04 10:53:47
386,Knock Knock,knock-knock,codecombat.com,65f32b6c87c07dbeb5ba1936,You can hit crates to break them open.,beginner,0.5,1,2025-02-04 10:53:47
387,Careful,careful,codecombat.com,65f32b6c87c07dbeb5ba1936,Discretion is the better part of valor.,beginner,0.5,1,2025-02-04 10:53:47
388,Airlock,airlock,codecombat.com,65f32b6c87c07dbeb5ba1936,Two crates in a row?,beginner,0.5,1,2025-02-04 10:53:47
389,Spin to Win,spin-to-win,codecombat.com,65f32b6c87c07dbeb5ba1936,Use spin to hit everything around you.,beginner,0.5,1,2025-02-04 10:53:47
390,Whirlwind,whirlwind,codecombat.com,65f32b6c87c07dbeb5ba1936,Now that's what I'm talking about.,beginner,0.5,1,2025-02-04 10:53:47
391,Cyclone,cyclone,codecombat.com,65f32b6c87c07dbeb5ba1936,"Spin small, hit big.",beginner,0.5,1,2025-02-04 10:53:47
392,Twister,twister,codecombat.com,65f32b6c87c07dbeb5ba1936,They are no match for your special moves!,beginner,0.5,1,2025-02-04 10:53:47
393,Kaboom,kaboom,codecombat.com,65f32b6c87c07dbeb5ba1936,Sometimes you just need some big explosions.,beginner,0.5,1,2025-02-04 10:53:47
394,Target Practice,target-practice,codecombat.com,65f32b6c87c07dbeb5ba1936,Count your zaps.,beginner,0.5,1,2025-02-04 10:53:47
395,Hurricane,hurricane,codecombat.com,65f32b6c87c07dbeb5ba1936,You're a force of nature!,beginner,0.5,1,2025-02-04 10:53:47
396,Two Big,two-big,codecombat.com,65f32b6c87c07dbeb5ba1936,"Your hit does 2 damage, and these enemies each have 4 health.",beginner,0.5,1,2025-02-04 10:53:47
397,Easy Pickings,easy-pickings,codecombat.com,65f32b6c87c07dbeb5ba1936,Almost too easy!,beginner,0.5,1,2025-02-04 10:53:47
398,Zap Gap,zap-gap,codecombat.com,65f32b6c87c07dbeb5ba1936,Zap across the gap!,beginner,0.5,1,2025-02-04 10:53:47
399,Zap It,zap-it,codecombat.com,65f32b6c87c07dbeb5ba1936,You can use zap to hit enemies from far away for 1 damage.,beginner,0.5,1,2025-02-04 10:53:47
400,Hit and Spin,hit-and-spin,codecombat.com,65f32b6c87c07dbeb5ba1936,You can use hit for dragonflies and spin for crabs.,beginner,0.5,1,2025-02-04 10:53:47
401,Vortex,vortex,codecombat.com,65f32b6c87c07dbeb5ba1936,Spin spin spin!,beginner,0.5,1,2025-02-04 10:53:47
402,TNT,tnt,codecombat.com,65f32b6c87c07dbeb5ba1936,It's demolition time!,beginner,0.5,1,2025-02-04 10:53:47
403,Busy Intersection,busy-intersection,codecombat.com,65f32b6c87c07dbeb5ba1936,Small enemies are no match for your spin.,beginner,0.5,1,2025-02-04 10:53:47
404,Advantage,advantage,codecombat.com,65f32b6c87c07dbeb5ba1936,Good thing that river is there!,beginner,0.5,1,2025-02-04 10:53:47
405,Back Up,back-up,codecombat.com,65f32b6c87c07dbeb5ba1936,You might want to stand back a bit further.,beginner,0.5,1,2025-02-04 10:53:47
406,Badder Guy,badder-guy,codecombat.com,65f32b6c87c07dbeb5ba1936,Dragonflies have more health. Use hit to do more damage than spin.,beginner,0.5,1,2025-02-04 10:53:47
407,Hit Me Up,hit-me-up,codecombat.com,65f32b6c87c07dbeb5ba1936,Combining zap and hit? That's good tactics.,beginner,0.5,1,2025-02-04 10:53:47
408,Monster,monster,codecombat.com,65f32b6c87c07dbeb5ba1936,What is THAT?!,beginner,0.5,1,2025-02-04 10:53:47
409,Lure It,lure-it,codecombat.com,65f32b6c87c07dbeb5ba1936,We're going to need to lure it out.,beginner,0.5,1,2025-02-04 10:53:47
410,Tornado,tornado,codecombat.com,65f32b6c87c07dbeb5ba1936,Nothing shall stand in your way!,beginner,0.5,1,2025-02-04 10:53:47
411,More Times,more-times,codecombat.com,65f32b6c87c07dbeb5ba1936,Increase loop repeat counts to repeat more times.,beginner,0.5,1,2025-02-04 10:53:47
412,Chain Reaction,chain-reaction,codecombat.com,65f32b6c87c07dbeb5ba1936,"Oh, this is going to be fun.",beginner,0.5,1,2025-02-04 10:53:47
413,It's a Trap,its-a-trap,codecombat.com,65f32b6c87c07dbeb5ba1936,Big monsters need big traps.,beginner,0.5,1,2025-02-04 10:53:47
414,Restraint,restraint,codecombat.com,65f32b6c87c07dbeb5ba1936,Don't repeat your loop too many times!,beginner,0.5,1,2025-02-04 10:53:47
415,Fern,fern,codecombat.com,65f32b6c87c07dbeb5ba1936,Think about how many times to loop and to move.,beginner,0.5,1,2025-02-04 10:53:47
416,Smasher,smasher,codecombat.com,65f32b6c87c07dbeb5ba1936,Break through barriers without breaking a sweat.,beginner,0.5,1,2025-02-04 10:53:47
417,Grabber,grabber,codecombat.com,65f32b6c87c07dbeb5ba1936,Loops: avoiding repetition since 1952!,beginner,0.5,1,2025-02-04 10:53:47
418,Zap Master,zap-master,codecombat.com,65f32b6c87c07dbeb5ba1936,There sure are a lot of monsters in this challenge.,beginner,0.5,1,2025-02-04 10:53:47
419,Loopy,loopy,codecombat.com,65f32b6c87c07dbeb5ba1936,You can use loops to repeat your code.,beginner,0.5,1,2025-02-04 10:53:47
420,Tall Wave,tall-wave,codecombat.com,65f32b6c87c07dbeb5ba1936,Loops can contain more complicated movement patterns.,beginner,0.5,1,2025-02-04 10:53:47
421,Square Wave,square-wave,codecombat.com,65f32b6c87c07dbeb5ba1936,Loops help simplify repeated patterns.,beginner,0.5,1,2025-02-04 10:53:47
422,Right Up,right-up,codecombat.com,65f32b6c87c07dbeb5ba1936,You can add code to the end of a loop.,beginner,0.5,1,2025-02-04 10:53:47
423,Clearing the Way,clearing-the-way,codecombat.com,65f32b6c87c07dbeb5ba1936,Loop your way through the explosives.,beginner,0.5,1,2025-02-04 10:53:47
424,Friends,friends,codecombat.com,65f32b6c87c07dbeb5ba1936,You're not alone on these islands.,beginner,0.5,1,2025-02-04 10:53:47
425,Regular Path,regular-path,codecombat.com,65f32b6c87c07dbeb5ba1936,Find the repeated path.,beginner,0.5,1,2025-02-04 10:53:47
426,Spin Eternally,spin-eternally,codecombat.com,65f32b6c87c07dbeb5ba1936,Use spin in a for-loop to escape a pack of skeletons.,beginner,0.5,1,2025-02-04 10:53:47
427,Careful Aim,careful-aim,codecombat.com,65f32b6c87c07dbeb5ba1936,Be careful what you blow up.,beginner,0.5,1,2025-02-04 10:53:47
428,Scratch Loop,scratch-loop,codecombat.com,65f32b6c87c07dbeb5ba1936,Create your own loops from scratch.,beginner,0.5,1,2025-02-04 10:53:47
429,Down the Line,down-the-line,codecombat.com,65f32b6c87c07dbeb5ba1936,Practice filling in empty loop bodies.,beginner,0.5,1,2025-02-04 10:53:47
430,Detonations,detonations,codecombat.com,65f32b6c87c07dbeb5ba1936,These TNT blocks aren't going to explode themselves.,beginner,0.5,1,2025-02-04 10:53:47
431,If Only,if-only,codecombat.com,65f32b6c87c07dbeb5ba1936,Use if to decide what to do.,beginner,0.5,1,2025-02-04 10:53:47
432,Seer,seer,codecombat.com,65f32b6c87c07dbeb5ba1936,Use look to see what is around you.,beginner,0.5,1,2025-02-04 10:53:47
433,Short and Tall,short-and-tall,codecombat.com,65f32b6c87c07dbeb5ba1936,"One loop, two loops, short loop, tall loop.",beginner,0.5,1,2025-02-04 10:53:47
434,Rapid Fire,rapid-fire,codecombat.com,65f32b6c87c07dbeb5ba1936,Now we're really zapping!,beginner,0.5,1,2025-02-04 10:53:47
435,Loop Master,loop-master,codecombat.com,65f32b6c87c07dbeb5ba1936,Super looper challenge.,beginner,0.5,1,2025-02-04 10:53:47
436,Loop Before,loop-before,codecombat.com,65f32b6c87c07dbeb5ba1936,You can put loops before other code.,beginner,0.5,1,2025-02-04 10:53:47
437,Crab Nest,crab-nest,codecombat.com,65f32b6c87c07dbeb5ba1936,Clear out a swarm of crabs.,beginner,0.5,1,2025-02-04 10:53:47
438,Gem Weave,gem-weave,codecombat.com,65f32b6c87c07dbeb5ba1936,Use loops to weave through the halls and gems.,beginner,0.5,1,2025-02-04 10:53:47
439,Cube Nest,cube-nest,codecombat.com,65f32b6c87c07dbeb5ba1936,21-zap salute!,beginner,0.5,1,2025-02-04 10:53:47
440,Lurker,lurker,codecombat.com,65f32b6c87c07dbeb5ba1936,There's something waiting for you at the end.,beginner,0.5,1,2025-02-04 10:53:47
441,Loop Middle,loop-middle,codecombat.com,65f32b6c87c07dbeb5ba1936,You can put loops in between other code.,beginner,0.5,1,2025-02-04 10:53:47
442,Snack Time,snack-time,codecombat.com,65f32b6c87c07dbeb5ba1936,Yum yum.,beginner,0.5,1,2025-02-04 10:53:47
443,Dragonfly Nest,dragonfly-nest,codecombat.com,65f32b6c87c07dbeb5ba1936,You can nest loops inside each other.,beginner,0.5,1,2025-02-04 10:53:47
444,Loot Loop,loot-loop,codecombat.com,65f32b6c87c07dbeb5ba1936,Add a loop to grab the gems.,beginner,0.5,1,2025-02-04 10:53:47
445,Vault,vault,codecombat.com,65f32b6c87c07dbeb5ba1936,So much treasure!,beginner,0.5,1,2025-02-04 10:53:47
446,Loop After,loop-after,codecombat.com,65f32b6c87c07dbeb5ba1936,You can put loops after other code.,beginner,0.5,1,2025-02-04 10:53:47
447,Double Loop,double-loop,codecombat.com,65f32b6c87c07dbeb5ba1936,You can use two loops in one program.,beginner,0.5,1,2025-02-04 10:53:47
448,Crab Season,crab-season,codecombat.com,65f32b6c87c07dbeb5ba1936,Time to harvest some crabs.,beginner,0.5,1,2025-02-04 10:53:47
449,Showdown,showdown,codecombat.com,65f32b6c87c07dbeb5ba1936,The monster is charging. It's just you and your trusty for-loop.,beginner,0.5,1,2025-02-04 10:53:47
450,Both Sides,both-sides,codecombat.com,65f32b6c87c07dbeb5ba1936,"Grab gems on both sides, if they are there.",beginner,0.5,1,2025-02-04 10:53:47
451,Look Past It,look-past-it,codecombat.com,65f32b6c87c07dbeb5ba1936,Look twice in the same direction.,beginner,0.5,1,2025-02-04 10:53:47
452,Visionary,visionary,codecombat.com,65f32b6c87c07dbeb5ba1936,You see everything around you.,beginner,0.5,1,2025-02-04 10:53:47
453,Look Alive,look-alive,codecombat.com,65f32b6c87c07dbeb5ba1936,Zap any crabs you see.,beginner,0.5,1,2025-02-04 10:53:47
454,Take That,take-that,codecombat.com,65f32b6c87c07dbeb5ba1936,See the cubes behind the gems.,beginner,0.5,1,2025-02-04 10:53:47
455,Farsight,farsight,codecombat.com,65f32b6c87c07dbeb5ba1936,"Keep looking, near and far.",beginner,0.5,1,2025-02-04 10:53:47
456,Not Equals,not-equals,codecombat.com,65f32b6c87c07dbeb5ba1936,Use the not equals operator (!=).,beginner,0.5,1,2025-02-04 10:53:47
457,Decisions,decisions,codecombat.com,65f32b6c87c07dbeb5ba1936,Check the type of what you see.,beginner,0.5,1,2025-02-04 10:53:47
458,Equals,equals,codecombat.com,65f32b6c87c07dbeb5ba1936,Use the equals operator (==).,beginner,0.5,1,2025-02-04 10:53:47
459,Gems Only,gems-only,codecombat.com,65f32b6c87c07dbeb5ba1936,Use == to only grab gems.,beginner,0.5,1,2025-02-04 10:53:47
460,Look Loops,look-loops,codecombat.com,65f32b6c87c07dbeb5ba1936,Use look inside two loops.,beginner,0.5,1,2025-02-04 10:53:47
461,To and Fro,to-and-fro,codecombat.com,65f32b6c87c07dbeb5ba1936,"Back and forth, looking for gems.",beginner,0.5,1,2025-02-04 10:53:47
462,Scout,scout,codecombat.com,65f32b6c87c07dbeb5ba1936,Look out for dragonflies.,beginner,0.5,1,2025-02-04 10:53:47
463,Strike Force,strike-force,codecombat.com,65f32b6c87c07dbeb5ba1936,Fight each monster the right way.,beginner,0.5,1,2025-02-04 10:53:47
464,Sight Range,sight-range,codecombat.com,65f32b6c87c07dbeb5ba1936,Look finds the nearest thing.,beginner,0.5,1,2025-02-04 10:53:47
465,More Equal,more-equal,codecombat.com,65f32b6c87c07dbeb5ba1936,More ==! More ==!,beginner,0.5,1,2025-02-04 10:53:47
466,Treasure Finder,treasure-finder,codecombat.com,65f32b6c87c07dbeb5ba1936,Find all the treasure.,beginner,0.5,1,2025-02-04 10:53:47
467,Empty Pot,empty-pot,codecombat.com,65f32b6c87c07dbeb5ba1936,Fill up your crab pot.,beginner,0.5,1,2025-02-04 10:53:47
468,Crabs Only,crabs-only,codecombat.com,65f32b6c87c07dbeb5ba1936,Use == to only zap crabs.,beginner,0.5,1,2025-02-04 10:53:47
469,Eyes Up,eyes-up,codecombat.com,65f32b6c87c07dbeb5ba1936,Look up for gems.,beginner,0.5,1,2025-02-04 10:53:47
470,Why Did,why-did,codecombat.com,65f32b6c87c07dbeb5ba1936,Use != to avoid blowing up chickens.,beginner,0.5,1,2025-02-04 10:53:47
471,While Time,while-time,codecombat.com,65f32b6c87c07dbeb5ba1936,Use while loops to repeat code while you see something.,beginner,0.5,1,2025-02-04 10:53:47
472,No One,no-one,codecombat.com,65f32b6c87c07dbeb5ba1936,While loops are more flexible than loops with fixed counts.,beginner,0.5,1,2025-02-04 10:53:47
473,While Loops,while-loops,codecombat.com,65f32b6c87c07dbeb5ba1936,Write your own while loop.,beginner,0.5,1,2025-02-04 10:53:47
474,Control Time,control-time,codecombat.com,65f32b6c87c07dbeb5ba1936,Who needs to count any more?,beginner,0.5,1,2025-02-04 10:53:47
475,Waits For,waits-for,codecombat.com,65f32b6c87c07dbeb5ba1936,While loops repeat with built-in if checks.,beginner,0.5,1,2025-02-04 10:53:47
476,Elimination,elimination,codecombat.com,65f32b6c87c07dbeb5ba1936,Zap until there's nothing left.,beginner,0.5,1,2025-02-04 10:53:47
477,If Master,if-master,codecombat.com,65f32b6c87c07dbeb5ba1936,"Loop look loop, loop look loop!",beginner,0.5,1,2025-02-04 10:53:47
478,Crate Rows,crate-rows,codecombat.com,65f32b6c87c07dbeb5ba1936,Lots of crates to bust through. Were they full of gems?,beginner,0.5,1,2025-02-04 10:53:47
479,Zap Until Chicken,zap-until-chicken,codecombat.com,65f32b6c87c07dbeb5ba1936,Use while to just zap until you see a chicken.,beginner,0.5,1,2025-02-04 10:53:47
480,Tunnel Vision,tunnel-vision,codecombat.com,65f32b6c87c07dbeb5ba1936,Look up and decide what to do.,beginner,0.5,1,2025-02-04 10:53:47
481,Whiling Away,whiling-away,codecombat.com,65f32b6c87c07dbeb5ba1936,While loops can be inside other while loops.,beginner,0.5,1,2025-02-04 10:53:47
482,Don't Hit Gems,dont-hit-gems,codecombat.com,65f32b6c87c07dbeb5ba1936,Gems are fragile. Other things needs hitting.,beginner,0.5,1,2025-02-04 10:53:47
483,Feathers,feathers,codecombat.com,65f32b6c87c07dbeb5ba1936,No need to count your chickens with while loops.,beginner,0.5,1,2025-02-04 10:53:47
484,To Avoid,to-avoid,codecombat.com,65f32b6c87c07dbeb5ba1936,"What is this, Hawaii?",beginner,0.5,1,2025-02-04 10:53:47
485,Farmer's Market,farmers-market,codecombat.com,65f32b6c87c07dbeb5ba1936,Where are the eggs?,beginner,0.5,1,2025-02-04 10:53:47
486,The Chicken,the-chicken,codecombat.com,65f32b6c87c07dbeb5ba1936,Zap this! Zap that! But don't zap chickens.,beginner,0.5,1,2025-02-04 10:53:47
487,Cube Conditions,cube-conditions,codecombat.com,65f32b6c87c07dbeb5ba1936,You can nest loops within ifs within loops.,beginner,0.5,1,2025-02-04 10:53:47
488,Eggsplosions,eggsplosions,codecombat.com,65f32b6c87c07dbeb5ba1936,Mix your == and != as needed.,beginner,0.5,1,2025-02-04 10:53:47
489,Cross the Ocean,cross-the-ocean,codecombat.com,65f32b6c87c07dbeb5ba1936,Sure are a lot of chickens here.,beginner,0.5,1,2025-02-04 10:53:47
490,Keep Going,keep-going,codecombat.com,65f32b6c87c07dbeb5ba1936,Use while within while to keep looking for gems.,beginner,0.5,1,2025-02-04 10:53:47
491,Tireless,tireless,codecombat.com,65f32b6c87c07dbeb5ba1936,You can heal inside a loop.,beginner,0.5,1,2025-02-04 10:53:47
492,Getting Rich,getting-rich,codecombat.com,65f32b6c87c07dbeb5ba1936,Have enough gems yet?,beginner,0.5,1,2025-02-04 10:53:47
